path	top_level	audit_unit	status	evidence_refs	cross_refs	notes
internal/sources/external/ecb/identity_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/ecb/poller.go	internal	internal/sources/external	done	EV-0040,EV-0039	XREF-0028	External source fleet covered at registry/runtime level; phantom-source drift logged separately.
internal/sources/external/ecb/poller_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/exchangeratesapi/decimal_helpers_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/exchangeratesapi/events.go	internal	internal/sources/external	done	EV-0040,EV-0039	XREF-0028	External source fleet covered at registry/runtime level; phantom-source drift logged separately.
internal/sources/external/exchangeratesapi/identity_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/exchangeratesapi/poller.go	internal	internal/sources/external	done	EV-0040,EV-0039	XREF-0028	External source fleet covered at registry/runtime level; phantom-source drift logged separately.
internal/sources/external/exchangeratesapi/poller_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/framework.go	internal	internal/sources/external	done	EV-0040,EV-0039	XREF-0028	External source fleet covered at registry/runtime level; phantom-source drift logged separately.
internal/sources/external/framework_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/kraken/adapter_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/kraken/backfill.go	internal	internal/sources/external	done	EV-0040,EV-0039	XREF-0028	External source fleet covered at registry/runtime level; phantom-source drift logged separately.
internal/sources/external/kraken/backfill_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/kraken/candle_helpers_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/kraken/events.go	internal	internal/sources/external	done	EV-0040,EV-0039	XREF-0028	External source fleet covered at registry/runtime level; phantom-source drift logged separately.
internal/sources/external/kraken/intat_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/kraken/pairs.go	internal	internal/sources/external	done	EV-0040,EV-0039	XREF-0028	External source fleet covered at registry/runtime level; phantom-source drift logged separately.
internal/sources/external/kraken/parse.go	internal	internal/sources/external	done	EV-0040,EV-0039	XREF-0028	External source fleet covered at registry/runtime level; phantom-source drift logged separately.
internal/sources/external/kraken/parse_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/kraken/restbase_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/kraken/start_errors_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/kraken/streamer.go	internal	internal/sources/external	done	EV-0040,EV-0039	XREF-0028	External source fleet covered at registry/runtime level; phantom-source drift logged separately.
internal/sources/external/kraken/streamer_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/polygonforex/decimal_helpers_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/polygonforex/events.go	internal	internal/sources/external	done	EV-0040,EV-0039	XREF-0028	External source fleet covered at registry/runtime level; phantom-source drift logged separately.
internal/sources/external/polygonforex/identity_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/polygonforex/poller.go	internal	internal/sources/external	done	EV-0040,EV-0039	XREF-0028	External source fleet covered at registry/runtime level; phantom-source drift logged separately.
internal/sources/external/polygonforex/poller_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/registry.go	internal	internal/sources/external	done	EV-0040,EV-0039	XREF-0028	External source fleet covered at registry/runtime level; phantom-source drift logged separately.
internal/sources/external/runner.go	internal	internal/sources/external	done	EV-0040,EV-0039	XREF-0028	External source fleet covered at registry/runtime level; phantom-source drift logged separately.
internal/sources/external/runner_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/external/runner_trade_test.go	internal	internal/sources/external	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/phoenix/README.md	internal	internal/sources/phoenix	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/sources/phoenix/adapter_test.go	internal	internal/sources/phoenix	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/phoenix/consumer.go	internal	internal/sources/phoenix	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/sources/phoenix/decode.go	internal	internal/sources/phoenix	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/sources/phoenix/decode_test.go	internal	internal/sources/phoenix	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/phoenix/dispatcher_adapter.go	internal	internal/sources/phoenix	done	EV-0029	XREF-0022	Stateful Phoenix adapter reviewed; orphan-export comments still describe future wiring rather than live production emission.
internal/sources/phoenix/events.go	internal	internal/sources/phoenix	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/sources/phoenix/real_fixture_test.go	internal	internal/sources/phoenix	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/phoenix/sdk_parse_test.go	internal	internal/sources/phoenix	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/phoenix/source_test.go	internal	internal/sources/phoenix	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/redstone/README.md	internal	internal/sources/redstone	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/sources/redstone/adapter_test.go	internal	internal/sources/redstone	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/redstone/consumer.go	internal	internal/sources/redstone	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/sources/redstone/decode.go	internal	internal/sources/redstone	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/sources/redstone/decode_test.go	internal	internal/sources/redstone	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/redstone/dispatcher_adapter.go	internal	internal/sources/redstone	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/sources/redstone/dispatcher_adapter_test.go	internal	internal/sources/redstone	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/redstone/events.go	internal	internal/sources/redstone	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/sources/redstone/helpers_test.go	internal	internal/sources/redstone	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/reflector/README.md	internal	internal/sources/reflector	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/sources/reflector/adapter_test.go	internal	internal/sources/reflector	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/reflector/consumer.go	internal	internal/sources/reflector	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/sources/reflector/decode.go	internal	internal/sources/reflector	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/sources/reflector/decode_test.go	internal	internal/sources/reflector	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/reflector/decoder_edges_test.go	internal	internal/sources/reflector	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/reflector/dispatcher_adapter.go	internal	internal/sources/reflector	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/sources/reflector/events.go	internal	internal/sources/reflector	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/sources/reflector/real_fixture_test.go	internal	internal/sources/reflector	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/reflector/source_test.go	internal	internal/sources/reflector	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/sdex/README.md	internal	internal/sources/sdex	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/sources/sdex/adapter_test.go	internal	internal/sources/sdex	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/sdex/decode.go	internal	internal/sources/sdex	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/sources/sdex/decode_test.go	internal	internal/sources/sdex	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/sdex/dispatcher_adapter.go	internal	internal/sources/sdex	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/sources/sdex/events.go	internal	internal/sources/sdex	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/sources/sdex/extract_claims_test.go	internal	internal/sources/sdex	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/soroswap/README.md	internal	internal/sources/soroswap	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/sources/soroswap/adapter_test.go	internal	internal/sources/soroswap	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/soroswap/consumer.go	internal	internal/sources/soroswap	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/sources/soroswap/decode.go	internal	internal/sources/soroswap	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/sources/soroswap/decode_test.go	internal	internal/sources/soroswap	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/soroswap/dispatcher_adapter.go	internal	internal/sources/soroswap	done	EV-0029	XREF-0022	Stateful Soroswap adapter reviewed; orphan/decode observability comments still diverge from live production wiring.
internal/sources/soroswap/events.go	internal	internal/sources/soroswap	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/sources/soroswap/factory_seed.go	internal	internal/sources/soroswap	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/sources/soroswap/factory_seed_test.go	internal	internal/sources/soroswap	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/soroswap/real_fixture_test.go	internal	internal/sources/soroswap	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/sources/soroswap/source_test.go	internal	internal/sources/soroswap	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/stellarrpc/client.go	internal	internal/stellarrpc/client.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/stellarrpc/client_test.go	internal	internal/stellarrpc/client_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/stellarrpc/doc.go	internal	internal/stellarrpc/doc.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/stellarrpc/extra_test.go	internal	internal/stellarrpc/extra_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/stellarrpc/invoke.go	internal	internal/stellarrpc/invoke.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/stellarrpc/invoke_test.go	internal	internal/stellarrpc/invoke_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/stellarrpc/options_test.go	internal	internal/stellarrpc/options_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/stellarrpc/types.go	internal	internal/stellarrpc/types.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/storage/timescale/aggregates.go	internal	internal/storage/timescale	done	EV-0021	XREF-0015	CAGG read path reviewed; sources array passes through without deterministic reordering.
internal/storage/timescale/aggregates_test.go	internal	internal/storage/timescale	done	EV-0021	XREF-0015	Array scan tests reviewed; no coverage for deterministic CAGG source ordering.
internal/storage/timescale/assets.go	internal	internal/storage/timescale	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/storage/timescale/baseline.go	internal	internal/storage/timescale	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/storage/timescale/cursors.go	internal	internal/storage/timescale	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/storage/timescale/discovery.go	internal	internal/storage/timescale	done	EV-0030	XREF-0023	Discovery persistence path reviewed; storage retains recorded hits but does not provide a live signal for sink-side drops.
internal/storage/timescale/doc.go	internal	internal/storage/timescale	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/storage/timescale/markets.go	internal	internal/storage/timescale	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/storage/timescale/oracle.go	internal	internal/storage/timescale	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/storage/timescale/store.go	internal	internal/storage/timescale	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/storage/timescale/supply.go	internal	internal/storage/timescale	done	EV-0026,EV-0027	XREF-0019,XREF-0020	Snapshot read/write helpers exist, but comments and operator docs overstate the live no-metadata and producer integration state.
internal/storage/timescale/supply_test.go	internal	internal/storage/timescale	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/storage/timescale/trades.go	internal	internal/storage/timescale	done	EV-0013	XREF-0009	Insert conflict target reviewed against canonical trade identity.
internal/supply/classic.go	internal	internal/supply/classic.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/supply/classic_test.go	internal	internal/supply/classic_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/supply/crosscheck.go	internal	internal/supply/crosscheck.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/supply/crosscheck_test.go	internal	internal/supply/crosscheck_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/supply/doc.go	internal	internal/supply/doc.go	done	EV-0006		Package doc reviewed; still described by orientation docs as planned despite live package/tests existing.
internal/supply/key.go	internal	internal/supply/key.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/supply/overlay.go	internal	internal/supply/overlay.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/supply/overlay_test.go	internal	internal/supply/overlay_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/supply/policy.go	internal	internal/supply/policy.go	done	EV-0027	XREF-0020	Policy model only supports locked-set and max-supply overrides; no operator knob exists to force `no_metadata`.
internal/supply/policy_test.go	internal	internal/supply/policy_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/supply/sep41.go	internal	internal/supply/sep41.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/supply/sep41_test.go	internal	internal/supply/sep41_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/supply/supply.go	internal	internal/supply/supply.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/supply/xlm.go	internal	internal/supply/xlm.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/supply/xlm_test.go	internal	internal/supply/xlm_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
internal/version/version.go	internal	internal/version/version.go	done	EV-0039		Internal package covered by package/runtime pass and full-suite verification.
internal/version/version_test.go	internal	internal/version/version_test.go	done	EV-0039		Covered by completed repository test run for this snapshot.
migrations/0001_create_trades_hypertable.down.sql	migrations	migrations/0001_create_trades_hypertable.down.sql	done	EV-0039		Schema/migration surface covered by storage pass and repository verification.
migrations/0001_create_trades_hypertable.up.sql	migrations	migrations/0001_create_trades_hypertable.up.sql	done	EV-0013	XREF-0009	Trades PK/identity definition reviewed.
migrations/0002_create_price_aggregates.down.sql	migrations	migrations/0002_create_price_aggregates.down.sql	done	EV-0039		Schema/migration surface covered by storage pass and repository verification.
migrations/0002_create_price_aggregates.up.sql	migrations	migrations/0002_create_price_aggregates.up.sql	done	EV-0021	XREF-0015	CAGG definition reviewed; `array_agg(DISTINCT source)` has no `ORDER BY`.
migrations/0003_create_oracle_updates_hypertable.down.sql	migrations	migrations/0003_create_oracle_updates_hypertable.down.sql	done	EV-0039		Schema/migration surface covered by storage pass and repository verification.
migrations/0003_create_oracle_updates_hypertable.up.sql	migrations	migrations/0003_create_oracle_updates_hypertable.up.sql	done	EV-0039		Schema/migration surface covered by storage pass and repository verification.
migrations/0004_relax_trades_ledger_for_offchain.down.sql	migrations	migrations/0004_relax_trades_ledger_for_offchain.down.sql	done	EV-0039		Schema/migration surface covered by storage pass and repository verification.
migrations/0004_relax_trades_ledger_for_offchain.up.sql	migrations	migrations/0004_relax_trades_ledger_for_offchain.up.sql	done	EV-0013	XREF-0009	Off-chain ledger relaxation reviewed for dedupe consequences.
migrations/0005_create_asset_supply_history.down.sql	migrations	migrations/0005_create_asset_supply_history.down.sql	done	EV-0039		Schema/migration surface covered by storage pass and repository verification.
migrations/0005_create_asset_supply_history.up.sql	migrations	migrations/0005_create_asset_supply_history.up.sql	done	EV-0026	XREF-0019	Supply snapshot schema reviewed against live API/ops assumptions.
migrations/0006_create_discovered_assets.down.sql	migrations	migrations/0006_create_discovered_assets.down.sql	done	EV-0039		Schema/migration surface covered by storage pass and repository verification.
migrations/0006_create_discovered_assets.up.sql	migrations	migrations/0006_create_discovered_assets.up.sql	done	EV-0039		Schema/migration surface covered by storage pass and repository verification.
migrations/0007_create_volatility_baseline.down.sql	migrations	migrations/0007_create_volatility_baseline.down.sql	done	EV-0039		Schema/migration surface covered by storage pass and repository verification.
migrations/0007_create_volatility_baseline.up.sql	migrations	migrations/0007_create_volatility_baseline.up.sql	done	EV-0039		Schema/migration surface covered by storage pass and repository verification.
migrations/0008_add_multi_window_baseline.down.sql	migrations	migrations/0008_add_multi_window_baseline.down.sql	done	EV-0039		Schema/migration surface covered by storage pass and repository verification.
migrations/0008_add_multi_window_baseline.up.sql	migrations	migrations/0008_add_multi_window_baseline.up.sql	done	EV-0039		Schema/migration surface covered by storage pass and repository verification.
migrations/README.md	migrations	migrations/README.md	done	EV-0039		Schema/migration surface covered by storage pass and repository verification.
openapi/rates-engine.v1.yaml	openapi	openapi/rates-engine.v1.yaml	done	EV-0015,EV-0016,EV-0023,EV-0027	XREF-0010,XREF-0011,XREF-0012,XREF-0017,XREF-0020	Account, SEP-10, historical-surface, and F2/no-metadata contract sections reviewed against handlers/tests.
pkg/client/client.go	pkg	pkg/client	done	EV-0039		Public package surface covered by repository verification.
pkg/client/client_test.go	pkg	pkg/client	done	EV-0039		Covered by completed repository test run for this snapshot.
pkg/client/doc.go	pkg	pkg/client	done	EV-0039		Public package surface covered by repository verification.
pkg/client/endpoints.go	pkg	pkg/client	done	EV-0039		Public package surface covered by repository verification.
pkg/client/errors.go	pkg	pkg/client	done	EV-0039		Public package surface covered by repository verification.
pkg/client/types.go	pkg	pkg/client	done	EV-0039		Public package surface covered by repository verification.
scripts/ci/lint-docs.sh	scripts	scripts/ci	done	EV-0041		CI script surface covered by docs/CI reconciliation pass.
scripts/ci/lint-imports.baseline	scripts	scripts/ci	done	EV-0041		CI script surface covered by docs/CI reconciliation pass.
scripts/ci/lint-imports.sh	scripts	scripts/ci	done	EV-0041		CI script surface covered by docs/CI reconciliation pass.
scripts/ci/lint-openapi-urls/main.go	scripts	scripts/ci	done	EV-0041		CI script surface covered by docs/CI reconciliation pass.
scripts/ci/lint-openapi-urls/main_test.go	scripts	scripts/ci	done	EV-0039		Covered by completed repository test run for this snapshot.
scripts/dev/capture-aquarius-fixtures.sh	scripts	scripts/dev	done	EV-0039		Script surface covered by repository verification.
scripts/dev/capture-phoenix-fixtures.sh	scripts	scripts/dev	done	EV-0039		Script surface covered by repository verification.
scripts/dev/capture-reflector-fixtures.sh	scripts	scripts/dev	done	EV-0039		Script surface covered by repository verification.
scripts/dev/capture-soroswap-fixtures.sh	scripts	scripts/dev	done	EV-0039		Script surface covered by repository verification.
scripts/dev/decode-scval/main.go	scripts	scripts/dev	done	EV-0039		Script surface covered by repository verification.
scripts/dev/docs-api.sh	scripts	scripts/dev	done	EV-0039		Script surface covered by repository verification.
scripts/dev/encode-topics/main.go	scripts	scripts/dev	done	EV-0039		Script surface covered by repository verification.
scripts/dev/verify.sh	scripts	scripts/dev	done	EV-0039		Script surface covered by repository verification.
test/fixtures/aquarius/README.md	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/aquarius/v2-2026-04-23/trade_62150001_78d86d0651d6.json	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/aquarius/v2-2026-04-23/trade_62150002_c10926193bbf.json	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/aquarius/v2-2026-04-23/trade_62150008_011e6da020d0.json	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/aquarius/v2-2026-04-23/trade_62150009_f198ed9bbf20.json	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/aquarius/v2-2026-04-23/trade_62150015_bfcaf29a700e.json	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/aquarius/v2-2026-04-23/trade_62150016_867a58fc1074.json	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/phoenix/README.md	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/phoenix/v1-2026-04-23/swap_62152147_e02dd755d908_op0.json	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/phoenix/v1-2026-04-23/swap_62152151_3344df48208d_op0.json	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/phoenix/v1-2026-04-23/swap_62152161_a6ba62489188_op0.json	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/phoenix/v1-2026-04-23/swap_62152205_0380cf639c03_op0.json	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/phoenix/v1-2026-04-23/swap_62152230_f7f2d72d76ed_op0.json	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/reflector/README.md	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/reflector/v6-2026-04-23/62251160_9322ba2f5c95.json	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/reflector/v6-2026-04-23/62251211_f59b732d06a5.json	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/reflector/v6-2026-04-23/62251212_9cb88c0d16be.json	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/reflector/v6-2026-04-23/62251214_7b118512cb3c.json	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/reflector/v6-2026-04-23/62251264_05abe847b5e7.json	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/reflector/v6-2026-04-23/62251264_6ffecff3710f.json	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/reflector/v6-2026-04-23/62251266_eb374149026f.json	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/reflector/v6-2026-04-23/62251315_249d802c22ac.json	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/reflector/v6-2026-04-23/62251318_16fe2dc65f04.json	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/reflector/v6-2026-04-23/62251319_fe831d797869.json	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/soroswap/README.md	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/soroswap/v1-2026-04-23/swap_62150023_c14ce685522b.json	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/soroswap/v1-2026-04-23/swap_62150119_10545d5bab5b.json	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/soroswap/v1-2026-04-23/swap_62150120_b981c9dfcf4a.json	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/soroswap/v1-2026-04-23/swap_62150123_8e026f1fc1fe.json	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/soroswap/v1-2026-04-23/swap_62150250_1103f839cf9e.json	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/soroswap/v1-2026-04-23/swap_62240138_27ed2ab56d42.json	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/soroswap/v1-2026-04-23/swap_62240235_57fc5f567ba7.json	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/soroswap/v1-2026-04-23/swap_62240240_47a924fb69c5.json	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/soroswap/v1-2026-04-23/sync_62150023_c14ce685522b.json	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/soroswap/v1-2026-04-23/sync_62150119_10545d5bab5b.json	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/soroswap/v1-2026-04-23/sync_62150120_b981c9dfcf4a.json	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/soroswap/v1-2026-04-23/sync_62150123_8e026f1fc1fe.json	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/soroswap/v1-2026-04-23/sync_62150250_1103f839cf9e.json	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/soroswap/v1-2026-04-23/sync_62240138_27ed2ab56d42.json	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/soroswap/v1-2026-04-23/sync_62240235_57fc5f567ba7.json	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/fixtures/soroswap/v1-2026-04-23/sync_62240240_47a924fb69c5.json	test	test/fixtures	excluded	EV-0038		Captured regression corpus; covered through owning decoder tests per X-0005.
test/integration/api_test.go	test	test/integration	done	EV-0039		Covered by completed repository test run for this snapshot.
test/integration/assets_test.go	test	test/integration	done	EV-0039		Covered by completed repository test run for this snapshot.
test/integration/baseline_storage_test.go	test	test/integration	done	EV-0039		Covered by completed repository test run for this snapshot.
test/integration/decoders_to_storage_test.go	test	test/integration	done	EV-0039		Covered by completed repository test run for this snapshot.
test/integration/discovery_test.go	test	test/integration	done	EV-0039		Covered by completed repository test run for this snapshot.
test/integration/doc.go	test	test/integration	done	EV-0039		Covered by completed repository test run for this snapshot.
test/integration/external_fleet_test.go	test	test/integration	done	EV-0039		Covered by completed repository test run for this snapshot.
test/integration/ledgerstream_to_storage_test.go	test	test/integration	done	EV-0039		Covered by completed repository test run for this snapshot.
test/integration/migrations_test.go	test	test/integration	done	EV-0039		Covered by completed repository test run for this snapshot.
test/integration/storage_test.go	test	test/integration	done	EV-0013	XREF-0009	Duplicate insert coverage reviewed; only exact same trade object path exercised.
test/integration/supply_storage_test.go	test	test/integration	done	EV-0039		Covered by completed repository test run for this snapshot.
test/integration/trades_range_test.go	test	test/integration	done	EV-0039		Covered by completed repository test run for this snapshot.
